날짜,네이버 검색량
2018-05-28,12.19509
2018-05-29,10.4174
2018-05-30,9.56983
2018-05-31,9.75475
2018-06-01,13.68109
2018-06-02,14.92272
2018-06-03,13.41361
2018-06-04,8.7806
2018-06-05,11.28698
2018-06-06,12.6508
2018-06-07,9.52249
2018-06-08,11.36623
2018-06-09,14.05424
2018-06-10,13.3971
2018-06-11,10.05415
2018-06-12,10.75092
2018-06-13,12.99423
2018-06-14,10.07286
2018-06-15,12.3657
2018-06-16,14.7334
2018-06-17,12.84783
2018-06-18,35.11799
2018-06-19,9.88574
2018-06-20,8.9303
2018-06-21,8.76629
2018-06-22,11.02941
2018-06-23,24.4166
2018-06-24,12.09712
2018-06-25,8.785
2018-06-26,10.10699
2018-06-27,16.98881
2018-06-28,8.76188
2018-06-29,10.63754
2018-06-30,15.25735
2018-07-01,14.07075
2018-07-02,10.2743
2018-07-03,10.55389
2018-07-04,9.90885
2018-07-05,10.62764
2018-07-06,14.06194
2018-07-07,13.73723
2018-07-08,12.57264
2018-07-09,11.9133
2018-07-10,11.18021
2018-07-11,10.31613
2018-07-12,9.35298
2018-07-13,11.66343
2018-07-14,14.10597
2018-07-15,13.86271
2018-07-16,9.57863
2018-07-17,16.10382
2018-07-18,9.93527
2018-07-19,9.35848
2018-07-20,13.11421
2018-07-21,12.92268
2018-07-22,13.27492
2018-07-23,10.25449
2018-07-24,10.73771
2018-07-25,10.29852
2018-07-26,10.25118
2018-07-27,15.68333
2018-07-28,13.101
2018-07-29,11.4587
2018-07-30,10.31613
2018-07-31,10.82357
2018-08-01,10.89292
2018-08-02,11.03491
2018-08-03,12.31727
2018-08-04,13.11311
2018-08-05,12.26003
2018-08-06,11.84616
2018-08-07,11.36954
2018-08-08,10.41299
2018-08-09,10.67827
2018-08-10,12.08281
2018-08-11,14.09166
2018-08-12,13.00854
2018-08-13,11.0228
2018-08-14,11.88688
2018-08-15,13.15604
2018-08-16,12.37671
2018-08-17,10.90722
2018-08-18,11.70966
2018-08-19,11.3156
2018-08-20,9.74594
2018-08-21,8.84334
2018-08-22,9.40251
2018-08-23,14.17202
2018-08-24,12.5088
2018-08-25,13.19236
2018-08-26,14.80384
2018-08-27,12.20059
2018-08-28,17.07247
2018-08-29,16.59585
2018-08-30,10.38217
2018-08-31,12.91497
2018-09-01,35.05415
2018-09-02,11.83405
2018-09-03,9.64468
2018-09-04,11.18241
2018-09-05,10.63534
2018-09-06,9.92757
2018-09-07,13.51818
2018-09-08,14.43289
2018-09-09,17.11209
2018-09-10,10.82907
2018-09-11,11.97935
2018-09-12,9.43333
2018-09-13,9.84171
2018-09-14,13.38829
2018-09-15,16.03557
2018-09-16,13.78016
2018-09-17,9.66889
2018-09-18,10.82137
2018-09-19,10.48564
2018-09-20,10.97657
2018-09-21,13.98599
2018-09-22,12.83242
2018-09-23,12.73115
2018-09-24,16.09281
2018-09-25,17.54138
2018-09-26,14.1445
2018-09-27,9.05468
2018-09-28,13.13842
2018-09-29,17.60082
2018-09-30,15.25955
2018-10-01,10.88301
2018-10-02,12.66841
2018-10-03,13.85831
2018-10-04,9.57423
2018-10-05,16.56062
2018-10-06,18.1567
2018-10-07,15.39824
2018-10-08,13.83849
2018-10-09,15.31238
2018-10-10,10.89842
2018-10-11,10.73551
2018-10-12,15.26395
2018-10-13,15.64151
2018-10-14,15.95632
2018-10-15,17.84409
2018-10-16,17.7087
2018-10-17,19.56784
2018-10-18,18.56507
2018-10-19,20.2415
2018-10-20,23.83651
2018-10-21,20.18756
2018-10-22,14.7378
2018-10-23,14.57159
2018-10-24,14.08616
2018-10-25,14.76532
2018-10-26,19.86725
2018-10-27,21.85738
2018-10-28,20.22939
2018-10-29,13.37068
2018-10-30,14.43069
2018-10-31,13.70751
2018-11-01,12.99753
2018-11-02,17.5612
2018-11-03,20.32295
2018-11-04,17.5634
2018-11-05,12.25673
2018-11-06,11.60399
2018-11-07,15.01188
2018-11-08,15.16268
2018-11-09,16.06199
2018-11-10,18.15009
2018-11-11,18.47481
2018-11-12,10.94905
2018-11-13,10.88741
2018-11-14,13.1087
2018-11-15,14.89631
2018-11-16,15.65251
2018-11-17,17.34655
2018-11-18,15.96622
2018-11-19,12.45486
2018-11-20,12.12574
2018-11-21,12.01897
2018-11-22,11.47521
2018-11-23,14.77632
2018-11-24,31.65176
2018-11-25,16.21279
2018-11-26,10.62764
2018-11-27,10.66506
2018-11-28,10.15652
2018-11-29,10.424
2018-11-30,14.09497
2018-12-01,16.40542
2018-12-02,14.76091
2018-12-03,12.063
2018-12-04,11.37724
2018-12-05,10.8687
2018-12-06,11.15489
2018-12-07,15.25515
2018-12-08,18.39556
2018-12-09,16.11703
2018-12-10,11.35192
2018-12-11,12.25343
2018-12-12,12.9491
2018-12-13,12.99533
2018-12-14,16.40322
2018-12-15,17.79345
2018-12-16,16.21169
2018-12-17,12.31287
2018-12-18,12.24903
2018-12-19,11.51593
2018-12-20,11.86267
2018-12-21,14.4472
2018-12-22,16.6729
2018-12-23,15.09884
2018-12-24,18.27668
2018-12-25,19.01637
2018-12-26,12.21821
2018-12-27,12.62218
2018-12-28,16.75105
2018-12-29,16.34598
2018-12-30,15.02289
2018-12-31,21.50955
2019-01-01,16.94258
2019-01-02,12.49889
2019-01-03,12.15766
2019-01-04,14.48793
2019-01-05,16.06309
2019-01-06,14.33933
2019-01-07,13.88803
2019-01-08,12.87315
2019-01-09,12.28095
2019-01-10,13.47085
2019-01-11,15.25074
2019-01-12,16.27443
2019-01-13,15.35201
2019-01-14,14.70368
2019-01-15,13.51378
2019-01-16,15.01078
2019-01-17,12.58695
2019-01-18,15.07573
2019-01-19,16.66299
2019-01-20,15.45218
2019-01-21,13.34646
2019-01-22,15.01519
2019-01-23,11.73608
2019-01-24,11.97494
2019-01-25,18.98996
2019-01-26,15.30908
2019-01-27,14.22375
2019-01-28,11.72507
2019-01-29,11.17911
2019-01-30,10.98207
2019-01-31,12.84012
2019-02-01,15.1858
2019-02-02,13.77355
2019-02-03,14.70918
2019-02-04,13.75044
2019-02-05,17.23648
2019-02-06,18.35593
2019-02-07,14.05864
2019-02-08,15.95302
2019-02-09,17.31903
2019-02-10,16.9668
2019-02-11,13.3938
2019-02-12,13.05477
2019-02-13,15.89578
2019-02-14,16.89855
2019-02-15,22.9251
2019-02-16,21.70768
2019-02-17,19.12205
2019-02-18,18.55516
2019-02-19,20.72252
2019-02-20,18.52544
2019-02-21,18.0081
2019-02-22,23.17717
2019-02-23,23.33678
2019-02-24,22.04231
2019-02-25,19.61518
2019-02-26,20.36918
2019-02-27,19.8012
2019-02-28,22.56406
2019-03-01,21.70548
2019-03-02,21.10007
2019-03-03,18.40546
2019-03-04,13.73613
2019-03-05,12.90066
2019-03-06,12.30296
2019-03-07,13.05807
2019-03-08,16.98331
2019-03-09,20.62455
2019-03-10,20.34717
2019-03-11,12.54072
2019-03-12,12.27324
2019-03-13,11.768
2019-03-14,11.65793
2019-03-15,17.83088
2019-03-16,19.54803
2019-03-17,16.76096
2019-03-18,13.20337
2019-03-19,11.9188
2019-03-20,13.3993
2019-03-21,11.52584
2019-03-22,17.21226
2019-03-23,20.02795
2019-03-24,17.17264
2019-03-25,11.6073
2019-03-26,13.88693
2019-03-27,11.49722
2019-03-28,12.34369
2019-03-29,16.54521
2019-03-30,21.40388
2019-03-31,18.71257
2019-04-01,14.1478
2019-04-02,13.30574
2019-04-03,12.6552
2019-04-04,13.7009
2019-04-05,17.31133
2019-04-06,24.1161
2019-04-07,23.29385
2019-04-08,15.21882
2019-04-09,19.37852
2019-04-10,17.20125
2019-04-11,16.21719
2019-04-12,18.87768
2019-04-13,23.85963
2019-04-14,22.56296
2019-04-15,13.65027
2019-04-16,12.93809
2019-04-17,12.3525
2019-04-18,13.16484
2019-04-19,19.04609
2019-04-20,22.782
2019-04-21,20.35047
2019-04-22,12.82691
2019-04-23,13.94967
2019-04-24,13.2562
2019-04-25,15.64811
2019-04-26,20.0929
2019-04-27,20.35047
2019-04-28,18.94373
2019-04-29,14.17972
2019-04-30,15.9266
2019-05-01,16.04438
2019-05-02,14.45821
2019-05-03,18.23265
2019-05-04,19.02958
2019-05-05,21.08356
2019-05-06,18.94373
2019-05-07,12.74766
2019-05-08,12.5033
2019-05-09,11.84175
2019-05-10,16.00805
2019-05-11,19.27064
2019-05-12,19.73626
2019-05-13,13.14943
2019-05-14,12.38992
2019-05-15,13.45434
2019-05-16,12.43945
2019-05-17,17.88261
2019-05-18,22.9262
2019-05-19,24.39899
2019-05-20,16.48137
2019-05-21,14.06194
2019-05-22,13.57542
2019-05-23,12.99533
2019-05-24,17.16603
2019-05-25,22.05442
2019-05-26,20.06648
2019-05-27,15.08453
2019-05-28,13.8495
2019-05-29,14.8952
2019-05-30,12.69813
2019-05-31,16.69712
2019-06-01,22.0313
2019-06-02,20.28993
2019-06-03,12.34809
2019-06-04,15.30908
2019-06-05,15.69324
2019-06-06,21.7363
2019-06-07,21.57229
2019-06-08,19.31798
2019-06-09,18.65093
2019-06-10,12.27875
2019-06-11,14.38776
2019-06-12,12.01237
2019-06-13,11.78341
2019-06-14,15.72846
2019-06-15,34.49387
2019-06-16,20.34497
2019-06-17,11.35743
2019-06-18,13.23419
2019-06-19,11.77241
2019-06-20,11.74599
2019-06-21,15.12196
2019-06-22,18.58929
2019-06-23,17.39939
2019-06-24,11.35412
2019-06-25,11.56547
2019-06-26,11.98155
2019-06-27,11.37944
2019-06-28,14.5848
2019-06-29,19.49299
2019-06-30,16.47477
2019-07-01,11.7647
2019-07-02,11.62821
2019-07-03,11.84726
2019-07-04,12.08502
2019-07-05,18.3174
2019-07-06,16.70372
2019-07-07,15.73397
2019-07-08,11.72067
2019-07-09,13.1043
2019-07-10,14.38226
2019-07-11,12.58585
2019-07-12,25.01651
2019-07-13,18.99216
2019-07-14,17.63935
2019-07-15,14.02452
2019-07-16,12.7983
2019-07-17,12.85663
2019-07-18,14.03443
2019-07-19,20.30644
2019-07-20,19.26624
2019-07-21,18.15229
2019-07-22,18.57498
2019-07-23,14.31071
2019-07-24,13.61504
2019-07-25,14.33823
2019-07-26,17.79896
2019-07-27,17.60523
2019-07-28,19.40163
2019-07-29,16.87984
2019-07-30,17.07467
2019-07-31,17.12971
2019-08-01,16.64318
2019-08-02,17.40159
2019-08-03,18.83805
2019-08-04,17.90903
2019-08-05,16.59365
2019-08-06,17.46763
2019-08-07,15.54134
2019-08-08,14.96455
2019-08-09,20.96909
2019-08-10,21.21015
2019-08-11,34.45865
2019-08-12,20.95808
2019-08-13,19.06921
2019-08-14,18.07634
2019-08-15,20.04667
2019-08-16,15.72186
2019-08-17,19.18369
2019-08-18,17.5678
2019-08-19,14.71688
2019-08-20,13.9937
2019-08-21,13.67558
2019-08-22,13.6921
2019-08-23,16.14454
2019-08-24,18.07964
2019-08-25,17.43351
2019-08-26,12.22701
2019-08-27,14.10157
2019-08-28,13.06137
2019-08-29,13.12742
2019-08-30,15.86165
2019-08-31,19.21561
2019-09-01,17.66687
2019-09-02,12.67942
2019-09-03,12.66511
2019-09-04,15.09114
2019-09-05,15.29587
2019-09-06,17.28381
2019-09-07,24.68849
2019-09-08,18.9019
2019-09-09,12.41524
2019-09-10,14.16431
2019-09-11,14.65304
2019-09-12,17.46873
2019-09-13,18.23815
2019-09-14,21.40718
2019-09-15,19.29816
2019-09-16,12.34919
2019-09-17,12.18078
2019-09-18,13.15934
2019-09-19,12.34479
2019-09-20,17.88371
2019-09-21,26.62028
2019-09-22,25.25647
2019-09-23,13.57322
2019-09-24,13.28482
2019-09-25,12.03548
2019-09-26,12.3657
2019-09-27,16.64978
2019-09-28,20.23489
2019-09-29,17.52597
2019-09-30,12.47248
2019-10-01,14.47472
2019-10-02,19.3499
2019-10-03,19.59096
2019-10-04,17.06806
2019-10-05,20.00374
2019-10-06,17.85289
2019-10-07,14.57379
2019-10-08,15.57326
2019-10-09,17.96517
2019-10-10,12.49559
2019-10-11,15.64151
2019-10-12,20.30424
2019-10-13,18.97345
2019-10-14,12.79719
2019-10-15,13.4015
2019-10-16,13.13402
2019-10-17,13.95958
2019-10-18,18.39336
2019-10-19,21.8882
2019-10-20,20.26461
2019-10-21,14.32062
2019-10-22,13.82418
2019-10-23,14.24247
2019-10-24,14.08946
2019-10-25,18.29539
2019-10-26,22.73137
2019-10-27,19.77919
2019-10-28,13.1065
2019-10-29,13.47855
2019-10-30,13.3938
2019-10-31,13.89023
2019-11-01,17.57771
2019-11-02,22.20742
2019-11-03,20.93386
2019-11-04,13.57762
2019-11-05,13.93206
2019-11-06,14.38336
2019-11-07,14.40758
2019-11-08,18.85346
2019-11-09,22.46939
2019-11-10,22.90639
2019-11-11,14.92052
2019-11-12,15.13957
2019-11-13,19.72635
2019-11-14,21.24757
2019-11-15,23.59985
2019-11-16,24.47604
2019-11-17,25.95874
2019-11-18,16.72573
2019-11-19,17.78685
2019-11-20,14.84017
2019-11-21,13.98269
2019-11-22,18.33942
2019-11-23,21.90471
2019-11-24,22.68184
2019-11-25,14.55398
2019-11-26,13.67779
2019-11-27,14.09166
2019-11-28,13.80877
2019-11-29,18.49793
2019-11-30,22.61689
2019-12-01,23.3632
2019-12-02,14.43399
2019-12-03,14.38006
2019-12-04,13.86711
2019-12-05,14.53526
2019-12-06,19.7957
2019-12-07,22.25695
2019-12-08,20.3879
2019-12-09,13.87592
2019-12-10,14.41858
2019-12-11,14.03993
2019-12-12,13.75704
2019-12-13,18.26457
2019-12-14,20.57722
2019-12-15,18.89419
2019-12-16,13.52148
2019-12-17,14.77192
2019-12-18,15.85725
2019-12-19,13.79667
2019-12-20,18.47811
2019-12-21,20.48806
2019-12-22,18.81604
2019-12-23,14.56278
2019-12-24,24.93615
2019-12-25,24.19976
2019-12-26,14.17532
2019-12-27,18.04442
2019-12-28,19.81771
2019-12-29,19.63939
2019-12-30,17.07137
2019-12-31,30.29015
2020-01-01,21.35104
2020-01-02,14.57819
2020-01-03,17.64265
2020-01-04,19.18699
2020-01-05,18.84906
2020-01-06,16.08951
2020-01-07,16.70482
2020-01-08,15.22433
2020-01-09,15.74828
2020-01-10,18.39446
2020-01-11,19.82982
2020-01-12,19.40604
2020-01-13,15.50391
2020-01-14,15.19791
2020-01-15,15.69214
2020-01-16,15.82753
2020-01-17,18.84686
2020-01-18,19.47098
2020-01-19,19.62068
2020-01-20,15.45878
2020-01-21,14.84017
2020-01-22,16.54081
2020-01-23,17.05926
2020-01-24,16.48247
2020-01-25,18.56617
2020-01-26,25.94663
2020-01-27,24.89322
2020-01-28,16.41423
2020-01-29,16.03337
2020-01-30,16.2227
2020-01-31,21.285
2020-02-01,24.28561
2020-02-02,23.31256
2020-02-03,18.88539
2020-02-04,18.56727
2020-02-05,18.86227
2020-02-06,18.69056
2020-02-07,22.68404
2020-02-08,25.70117
2020-02-09,26.16898
2020-02-10,18.94813
2020-02-11,17.73291
2020-02-12,18.59919
2020-02-13,16.19078
2020-02-14,19.33119
2020-02-15,21.85188
2020-02-16,23.60316
2020-02-17,19.56564
2020-02-18,16.61786
2020-02-19,15.89137
2020-02-20,16.42083
2020-02-21,21.07146
2020-02-22,24.34946
2020-02-23,23.01756
2020-02-24,18.33171
2020-02-25,21.56018
2020-02-26,19.27064
2020-02-27,20.02135
2020-02-28,31.57251
2020-02-29,28.96486
2020-03-01,28.99568
2020-03-02,22.67964
2020-03-03,21.285
2020-03-04,21.56679
2020-03-05,21.63724
2020-03-06,25.31371
2020-03-07,26.7953
2020-03-08,24.2658
2020-03-09,19.57775
2020-03-10,20.89644
2020-03-11,18.83475
2020-03-12,18.85897
2020-03-13,23.53271
2020-03-14,25.4502
2020-03-15,23.99722
2020-03-16,18.24145
2020-03-17,18.66084
2020-03-18,17.65916
2020-03-19,19.30697
2020-03-20,22.75559
2020-03-21,23.61747
2020-03-22,23.54922
2020-03-23,18.38785
2020-03-24,18.65533
2020-03-25,18.91731
2020-03-26,19.45557
2020-03-27,22.64771
2020-03-28,23.41603
2020-03-29,22.60368
2020-03-30,17.1198
2020-03-31,17.95636
2020-04-01,18.47921
2020-04-02,17.80006
2020-04-03,22.46059
2020-04-04,25.64063
2020-04-05,23.29935
2020-04-06,17.7098
2020-04-07,18.40766
2020-04-08,19.08572
2020-04-09,19.17928
2020-04-10,26.32529
2020-04-11,26.15027
2020-04-12,26.22402
2020-04-13,19.81221
2020-04-14,20.8425
2020-04-15,23.03517
2020-04-16,16.35809
2020-04-17,22.70165
2020-04-18,23.20139
2020-04-19,25.55257
2020-04-20,17.75823
2020-04-21,16.87654
2020-04-22,17.79125
2020-04-23,16.89635
2020-04-24,20.94377
2020-04-25,25.05723
2020-04-26,23.62077
2020-04-27,17.10439
2020-04-28,17.73511
2020-04-29,18.7577
2020-04-30,21.09567
2020-05-01,19.27175
2020-05-02,22.00929
2020-05-03,22.06983
2020-05-04,18.84026
2020-05-05,26.17779
2020-05-06,15.76149
2020-05-07,15.16819
2020-05-08,21.4369
2020-05-09,22.25475
2020-05-10,20.56071
2020-05-11,15.46098
2020-05-12,15.46429
2020-05-13,15.45328
2020-05-14,15.91559
2020-05-15,22.67523
2020-05-16,22.31529
2020-05-17,19.83092
2020-05-18,16.2249
2020-05-19,15.37953
2020-05-20,14.8919
2020-05-21,15.29367
2020-05-22,17.95526
2020-05-23,21.22446
2020-05-24,19.59646
2020-05-25,14.17972
2020-05-26,14.57929
2020-05-27,13.57212
2020-05-28,13.26061
2020-05-29,17.19135
2020-05-30,20.45834
2020-05-31,19.22331
2020-06-01,12.5
2020-06-02,13.30353
2020-06-03,13.19236
2020-06-04,14.7455
2020-06-05,18.59699
2020-06-06,21.65265
2020-06-07,18.82485
2020-06-08,13.07458
2020-06-09,13.52478
2020-06-10,15.08123
2020-06-11,14.2876
2020-06-12,18.82264
2020-06-13,21.22336
2020-06-14,18.95033
2020-06-15,13.46204
2020-06-16,13.05697
2020-06-17,13.27161
2020-06-18,14.2931
2020-06-19,16.84682
2020-06-20,19.2057
2020-06-21,17.59092
2020-06-22,12.20059
2020-06-23,12.62328
2020-06-24,14.62662
2020-06-25,13.59633
2020-06-26,16.77637
2020-06-27,18.6146
2020-06-28,17.40599
2020-06-29,13.39269
2020-06-30,13.58422
2020-07-01,12.70143
2020-07-02,12.74876
2020-07-03,17.34655
2020-07-04,19.96851
2020-07-05,16.85562
2020-07-06,12.0663
2020-07-07,12.47908
2020-07-08,12.96451
2020-07-09,12.79499
2020-07-10,16.56943
2020-07-11,17.63935
2020-07-12,18.37244
2020-07-13,12.98432
2020-07-14,12.01897
2020-07-15,12.53852
2020-07-16,25.67695
2020-07-17,17.79675
2020-07-18,18.14789
2020-07-19,17.46213
2020-07-20,12.74656
2020-07-21,11.82304
2020-07-22,12.73335
2020-07-23,13.28042
2020-07-24,16.55732
2020-07-25,17.74282
2020-07-26,20.68069
2020-07-27,12.32498
2020-07-28,11.85386
2020-07-29,14.32392
2020-07-30,14.52095
2020-07-31,17.39058
2020-08-01,18.6036
2020-08-02,17.38398
2020-08-03,15.26285
2020-08-04,14.94804
2020-08-05,14.78293
2020-08-06,15.68223
2020-08-07,20.22168
2020-08-08,24.07097
2020-08-09,24.2669
2020-08-10,19.29376
2020-08-11,21.72309
2020-08-12,18.98225
2020-08-13,17.79235
2020-08-14,22.65432
2020-08-15,32.39256
2020-08-16,24.04235
2020-08-17,19.78469
2020-08-18,16.17096
2020-08-19,17.00422
2020-08-20,17.2684
2020-08-21,22.22503
2020-08-22,27.75074
2020-08-23,24.68518
2020-08-24,16.63988
2020-08-25,17.63164
2020-08-26,19.10113
2020-08-27,17.51276
2020-08-28,22.88107
2020-08-29,23.87614
2020-08-30,24.37588
2020-08-31,16.80279
2020-09-01,16.17647
2020-09-02,18.56617
2020-09-03,19.67682
2020-09-04,22.48701
2020-09-05,23.20359
2020-09-06,21.63944
2020-09-07,18.65863
2020-09-08,15.96512
2020-09-09,16.9646
2020-09-10,15.57766
2020-09-11,21.62843
2020-09-12,23.69011
2020-09-13,20.61685
2020-09-14,14.04323
2020-09-15,14.63983
2020-09-16,15.09774
2020-09-17,14.78513
2020-09-18,18.81054
2020-09-19,20.82489
2020-09-20,18.59149
2020-09-21,13.38719
2020-09-22,13.00523
2020-09-23,13.21658
2020-09-24,13.80988
2020-09-25,17.88591
2020-09-26,19.52271
2020-09-27,18.21724
2020-09-28,13.05477
2020-09-29,16.68611
2020-09-30,16.99211
2020-10-01,19.97072
2020-10-02,22.76109
2020-10-03,21.49634
2020-10-04,19.85844
2020-10-05,13.44223
2020-10-06,19.99163
2020-10-07,14.79284
2020-10-08,17.7208
2020-10-09,20.46715
2020-10-10,19.00977
2020-10-11,0
