,인허가일자,영업상태명,폐업일자,소재지전체주소,시설총규모,장사일
0,20170321,영업/정상,,대전광역시 서구 변동 21-27번지 1층 일부호,38.3,20200926
1,20170323,영업/정상,,대전광역시 서구 도마동 122-1번지,39.47,20200926
2,20080403,영업/정상,,대전광역시 서구 도마동 107-27번지 1층,22.17,20200926
3,20080407,영업/정상,,대전광역시 서구 도마동 15-2번지,70.56,20200926
4,20080829,영업/정상,,대전광역시 서구 도마동 69-6번지 2층,78.8,20200926
5,20091009,영업/정상,,대전광역시 서구 도마동 26-8번지 지하1층,101.98,20200926
6,20091001,영업/정상,,대전광역시 서구 변동 12-42번지 (1층),23.66,20200926
7,20091013,영업/정상,,대전광역시 서구 도마동 172-11번지 (1층),37.02,20200926
8,20100319,영업/정상,,대전광역시 서구 도마동 106-14번지 1층,175.79,20200926
9,20100322,영업/정상,,대전광역시 서구 도마동 25-7번지 2층,153.39,20200926
10,20071207,영업/정상,,대전광역시 서구 도마동 103-4번지 (1층),73.26,20200926
11,20090702,영업/정상,,대전광역시 서구 도마동 74-11번지 1층,63.75,20200926
12,20090703,영업/정상,,대전광역시 서구 도마동 23-2번지 1층,25.92,20200926
13,20090708,영업/정상,,대전광역시 서구 변동 49-13번지 (1층),156.27,20200926
14,20091016,영업/정상,,대전광역시 서구 도마동 25-10번지 (1층),68.85,20200926
15,20090710,영업/정상,,대전광역시 서구 도마동 64-24번지 1층,112.2,20200926
16,20141222,영업/정상,,대전광역시 서구 변동 21-14번지 1층,19.4,20200926
17,20131030,영업/정상,,대전광역시 서구 변동 31-44번지 1층,59.4,20200926
18,20170323,영업/정상,,대전광역시 서구 변동 42-1번지,62.97,20200926
19,20000921,영업/정상,,대전광역시 서구 변동 46-8번지 1층,114.36,20200926
20,20170614,영업/정상,,대전광역시 서구 도마동 188-6번지,138.42,20200926
21,20001129,영업/정상,,대전광역시 서구 변동 30-18번지,48.45,20200926
22,20080808,영업/정상,,대전광역시 서구 도마동 15-2번지 (126호),70.56,20200926
23,19961119,영업/정상,,대전광역시 서구 변동 24-66번지,72.63,20200926
24,20000906,영업/정상,,대전광역시 서구 도마동 330-24번지,29.42,20200926
25,20001010,영업/정상,,대전광역시 서구 변동 33-13번지 (지상1층),31.96,20200926
26,20080715,영업/정상,,대전광역시 서구 도마동 335-35번지 102호,359.32,20200926
27,20080718,영업/정상,,대전광역시 서구 도마동 114-10번지 (1층),37.44,20200926
28,20080724,영업/정상,,대전광역시 서구 도마동 328-21번지 (1층),28.38,20200926
29,20140418,영업/정상,,대전광역시 서구 도마동 25-7번지 지하1층,201.98,20200926
30,20140418,영업/정상,,대전광역시 서구 도마동 88-44번지,70.01,20200926
31,20170324,영업/정상,,대전광역시 서구 변동 47-22번지,49.04,20200926
32,20001212,영업/정상,,대전광역시 서구 도마동 100-19번지,31.86,20200926
33,20100427,영업/정상,,대전광역시 서구 변동 73-8번지 (1층),28.35,20200926
34,20100429,영업/정상,,대전광역시 서구 도마동 127-16번지 (1층),15.7,20200926
35,20000908,영업/정상,,대전광역시 서구 도마동 330-22번지 1층,42.59,20200926
36,20100503,영업/정상,,대전광역시 서구 도마동 23-33번지 1층,117.82,20200926
37,20001027,영업/정상,,대전광역시 서구 도마동 61-23번지,92.63,20200926
38,20100204,영업/정상,,대전광역시 서구 도마동 180-15번지 1층,13.07,20200926
39,20001109,영업/정상,,대전광역시 서구 변동 62-1번지,55.44,20200926
40,20170329,영업/정상,,대전광역시 서구 도마동 109-13번지,33.98,20200926
41,20090107,영업/정상,,대전광역시 서구 도마동 69-4번지 삼정하이츠상가동 1층 2호,22.35,20200926
42,20071221,영업/정상,,대전광역시 서구 변동 56-13번지 1층,33.18,20200926
43,20170405,영업/정상,,대전광역시 서구 변동 7-18번지,45.05,20200926
44,20001226,영업/정상,,대전광역시 서구 도마동 178-77번지,82.16,20200926
45,20010115,영업/정상,,대전광역시 서구 도마동 565-63번지,64.67,20200926
46,20100610,영업/정상,,대전광역시 서구 변동 42-7번지 (1층),29.75,20200926
47,20100224,영업/정상,,대전광역시 서구 도마동 61-15번지 1층,54.06,20200926
48,20100226,영업/정상,,대전광역시 서구 도마동 120-21번지 1층 1동 1호,46.81,20200926
49,20010220,영업/정상,,대전광역시 서구 도마동 50-8번지 1층,37.19,20200926
50,20001117,영업/정상,,대전광역시 서구 도마동 50-31번지 1층,33.6,20200926
51,20090417,영업/정상,,대전광역시 서구 도마동 171-1번지 (1층),26.79,20200926
52,20081210,영업/정상,,대전광역시 서구 도마동 97-10번지,38.84,20200926
53,20170406,영업/정상,,대전광역시 서구 도마동 142-21번지,30.64,20200926
54,20080110,영업/정상,,대전광역시 서구 도마동 143-14번지,44.04,20200926
55,20100709,영업/정상,,대전광역시 서구 도마동 69-4번지,77.49,20200926
56,20170223,영업/정상,,대전광역시 서구 도마동 25-8번지,80.65,20200926
57,20090410,영업/정상,,대전광역시 서구 도마동 34-5 (1층),31.82,20200926
58,20090521,영업/정상,,대전광역시 서구 변동 71-6번지 외3필지 (1층),585.68,20200926
59,20080429,영업/정상,,대전광역시 서구 도마동 40-21번지 1층,25.51,20200926
60,20170414,영업/정상,,대전광역시 서구 도마동 134-83번지,90.4,20200926
61,20170512,영업/정상,,대전광역시 서구 도마동 69-6번지,23.11,20200926
62,20090728,영업/정상,,대전광역시 서구 도마동 15-2번지 (도마스토아 103호),15.17,20200926
63,20080310,영업/정상,,대전광역시 서구 변동 6-1 1층,52.57,20200926
64,20170315,영업/정상,,대전광역시 서구 도마동 112-13번지,59.33,20200926
65,20090723,영업/정상,,대전광역시 서구 도마동 39-4번지 1층,32.0,20200926
66,20090724,영업/정상,,대전광역시 서구 변동 21-27번지,53.87,20200926
67,20090804,영업/정상,,대전광역시 서구 변동 33-28번지 (1층),13.96,20200926
68,20090904,영업/정상,,대전광역시 서구 변동 24-24번지,91.35,20200926
69,20090908,영업/정상,,대전광역시 서구 도마동 89-26번지 1층,14.75,20200926
70,20080924,영업/정상,,대전광역시 서구 도마동 330-20번지 (1층),39.39,20200926
71,20080530,영업/정상,,대전광역시 서구 도마동 128-93번지 1층,65.52,20200926
72,20071204,영업/정상,,대전광역시 서구 도마동 25번지 (1층),42.0,20200926
73,20091030,영업/정상,,대전광역시 서구 변동 33-31번지 (1층),44.85,20200926
74,20091215,영업/정상,,대전광역시 서구 도마동 89-22번지 1층,105.92,20200926
75,20090909,영업/정상,,대전광역시 서구 도마동 49-6번지 (1층),27.68,20200926
76,20090218,영업/정상,,대전광역시 서구 도마동 123-10번지 1층,69.42,20200926
77,20081001,영업/정상,,대전광역시 서구 도마동 565-60번지 (1층),151.75,20200926
78,20150326,영업/정상,,대전광역시 서구 도마동 148-20번지 1층일부,35.89,20200926
79,20091224,영업/정상,,대전광역시 서구 변동 79-23번지 (1층),52.48,20200926
80,20150331,영업/정상,,대전광역시 서구 도마동 15-2번지 120호,35.28,20200926
81,20100106,영업/정상,,대전광역시 서구 도마동 49-7번지,101.28,20200926
82,20090929,영업/정상,,대전광역시 서구 도마동 142-5번지,130.79,20200926
83,20090226,영업/정상,,대전광역시 서구 도마동 49-12번지 지하1층,104.56,20200926
84,20090227,영업/정상,,대전광역시 서구 도마동 49-20번지,72.57,20200926
85,20091016,영업/정상,,대전광역시 서구 변동 252-1번지 (1층),23.94,20200926
86,20130411,영업/정상,,대전광역시 서구 도마동 97-3번지 1층,53.64,20200926
87,20020507,영업/정상,,대전광역시 서구 도마동 90-33번지,75.49,20200926
88,20130515,영업/정상,,대전광역시 서구 변동 56-8번지 1층,45.03,20200926
89,20130627,영업/정상,,대전광역시 서구 도마동 122-18번지 1층,49.4,20200926
90,20130701,영업/정상,,대전광역시 서구 도마동 89-15번지 1층,28.07,20200926
91,20130604,영업/정상,,대전광역시 서구 도마동 24-7번지 1층,44.64,20200926
92,20131108,영업/정상,,대전광역시 서구 변동 49-10번지 1층,43.64,20200926
93,20131113,영업/정상,,대전광역시 서구 변동 73-61번지 1층,22.03,20200926
94,20130524,영업/정상,,대전광역시 서구 도마동 85-5번지 1층,40.38,20200926
95,20130614,영업/정상,,대전광역시 서구 도마동 90-36번지 1층,84.73,20200926
96,20130704,영업/정상,,대전광역시 서구 도마동 81-25번지 1층,100.7,20200926
97,20130805,영업/정상,,대전광역시 서구 변동 33-26번지 1층,48.41,20200926
98,20130808,영업/정상,,대전광역시 서구 도마동 334-14 1층,44.35,20200926
99,20130604,영업/정상,,대전광역시 서구 변동 73-13번지 지하1층,109.51,20200926
100,20130617,영업/정상,,대전광역시 서구 변동 38-6번지 1층,60.68,20200926
101,20141031,영업/정상,,대전광역시 서구 도마동 90-1번지 1층,25.4,20200926
102,20141110,영업/정상,,대전광역시 서구 변동 62-46번지 지하1층,138.96,20200926
103,20140207,영업/정상,,대전광역시 서구 도마동 110-20번지,27.36,20200926
104,20130906,영업/정상,,대전광역시 서구 도마동 86-56번지 1층,44.06,20200926
105,20140701,영업/정상,,대전광역시 서구 도마동 14-4 1층,165.12,20200926
106,20130821,영업/정상,,대전광역시 서구 도마동 50-31번지 1층,38.51,20200926
107,20130927,영업/정상,,대전광역시 서구 도마동 133-16번지,26.0,20200926
108,20141112,영업/정상,,대전광역시 서구 도마동 123-1번지 1층,16.83,20200926
109,20141117,영업/정상,,대전광역시 서구 도마동 174-7번지,0.0,20200926
110,20140731,영업/정상,,대전광역시 서구 도마동 47-26번지 1층,18.01,20200926
111,20131011,영업/정상,,대전광역시 서구 변동 44-39,114.99,20200926
112,20131011,영업/정상,,대전광역시 서구 도마동 89-25번지 1층,55.01,20200926
113,20141128,영업/정상,,대전광역시 서구 도마동 181-9번지 1층,113.3,20200926
114,20140811,영업/정상,,대전광역시 서구 도마동 26-9번지 1층,41.04,20200926
115,20140402,영업/정상,,대전광역시 서구 변동 72-1번지 지하1층,181.02,20200926
116,20150312,영업/정상,,대전광역시 서구 변동 73-61번지,38.31,20200926
117,20150313,영업/정상,,대전광역시 서구 도마동 40-7번지 1층일부,14.0,20200926
118,20150313,영업/정상,,대전광역시 서구 변동 65-29번지 1층일부,20.98,20200926
119,20150317,영업/정상,,대전광역시 서구 도마동 188-10번지 1층,37.62,20200926
120,20141209,영업/정상,,대전광역시 서구 변동 49-39번지 1층사동,57.3,20200926
121,20140715,영업/정상,,대전광역시 서구 변동 73-34번지 1층,468.12,20200926
122,20140715,영업/정상,,대전광역시 서구 변동 61-7번지 1층,38.4,20200926
123,20140820,영업/정상,,대전광역시 서구 도마동 109-5번지 1층,17.8,20200926
124,20140324,영업/정상,,대전광역시 서구 도마동 174-3 1층,32.0,20200926
125,20140829,영업/정상,,대전광역시 서구 도마동 100-19번지 1층,23.6,20200926
126,20140919,영업/정상,,대전광역시 서구 변동 47-9번지 1층일부,38.6,20200926
127,20140924,영업/정상,,대전광역시 서구 도마동 15-1번지 105호106호,35.28,20200926
128,20141013,영업/정상,,대전광역시 서구 도마동 25-4번지 지하1층,50.28,20200926
129,20140930,영업/정상,,대전광역시 서구 도마동 114-19번지 1층,31.4,20200926
130,20141001,영업/정상,,대전광역시 서구 도마동 144-37번지 1층,54.9,20200926
131,20130327,영업/정상,,대전광역시 서구 변동 47-1번지 1층,40.04,20200926
132,20050127,영업/정상,,대전광역시 서구 변동 42-40번지 1층,36.96,20200926
133,20051121,영업/정상,,대전광역시 서구 도마동 17-41번지,43.6,20200926
134,20050120,영업/정상,,"대전광역시 서구 변동 70-9번지 1,3,4,5,6,7층",2893.06,20200926
135,20040426,영업/정상,,대전광역시 서구 도마동 143-12번지 1층,78.14,20200926
136,19990201,영업/정상,,대전광역시 서구 변동 34-8번지,84.48,20200926
137,20051129,영업/정상,,대전광역시 서구 변동 7-17번지 2층,42.63,20200926
138,19990201,영업/정상,,대전광역시 서구 도마동 133-20번지,15.04,20200926
139,20040430,영업/정상,,대전광역시 서구 도마동 49-22번지 1층,72.92,20200926
140,20040730,영업/정상,,대전광역시 서구 도마동 211번지 경남@ 상가1층3호,31.8,20200926
141,20050510,영업/정상,,대전광역시 서구 변동 33-31번지,43.02,20200926
142,20050104,영업/정상,,대전광역시 서구 도마동 15-2번지 127호,63.19,20200926
143,20040914,영업/정상,,대전광역시 서구 도마동 114-18번지 1층,59.5,20200926
144,20050503,영업/정상,,대전광역시 서구 도마동 40-12번지 1층,47.18,20200926
145,20051221,영업/정상,,대전광역시 서구 변동 1-22번지 3호 1층,50.92,20200926
146,20050106,영업/정상,,대전광역시 서구 도마동 25-3번지 1층,39.65,20200926
147,20050603,영업/정상,,대전광역시 서구 도마동 89-8번지 1층,94.3,20200926
148,20050610,영업/정상,,대전광역시 서구 도마동 40-5번지 1층,51.07,20200926
149,20111014,영업/정상,,대전광역시 서구 도마동 35-27번지 (1층),28.14,20200926
150,20050622,영업/정상,,대전광역시 서구 도마동 155-2번지 1층,25.15,20200926
151,20060522,영업/정상,,대전광역시 서구 도마동 49-11번지,35.32,20200926
152,20111031,영업/정상,,대전광역시 서구 도마동 25-3번지 1층,36.1,20200926
153,20141013,영업/정상,,대전광역시 서구 도마동 97-6번지 지하1층,143.04,20200926
154,19981210,영업/정상,,대전광역시 서구 도마동 88-17번지,30.24,20200926
155,20120511,영업/정상,,대전광역시 서구 도마동 146-29번지 1층,83.19,20200926
156,19981224,영업/정상,,대전광역시 서구 도마동 34-5번지,25.2,20200926
157,20120607,영업/정상,,대전광역시 서구 도마동 24-6번지 2층,109.52,20200926
158,20040513,영업/정상,,대전광역시 서구 변동 34-28번지 1층,65.49,20200926
159,20040515,영업/정상,,대전광역시 서구 도마동 128-5번지 1층,37.71,20200926
160,19981217,영업/정상,,대전광역시 서구 도마동 180-12번지,74.19,20200926
161,20111209,영업/정상,,대전광역시 서구 도마동 127-14번지,62.5,20200926
162,20060118,영업/정상,,대전광역시 서구 변동 43-9번지 1층,312.93,20200926
163,20040531,영업/정상,,대전광역시 서구 도마동 70-33번지 1층,80.79,20200926
164,20040531,영업/정상,,대전광역시 서구 변동 13-2번지,90.12,20200926
165,20120116,영업/정상,,대전광역시 서구 변동 43-9번지 1층,222.73,20200926
166,20070327,영업/정상,,대전광역시 서구 도마동 107-9번지 1층,39.6,20200926
167,20040604,영업/정상,,대전광역시 서구 변동 72-4번지 1층,75.56,20200926
168,20040625,영업/정상,,대전광역시 서구 도마동 565-50번지 1층,45.91,20200926
169,20040407,영업/정상,,대전광역시 서구 도마동 124-26번지,31.58,20200926
170,20040410,영업/정상,,대전광역시 서구 도마동 34-29번지 1층,41.97,20200926
171,20120718,영업/정상,,대전광역시 서구 변동 70-9번지 1층,447.0,20200926
172,20120201,영업/정상,,대전광역시 서구 도마동 49-7번지 2층,54.79,20200926
173,20120206,영업/정상,,대전광역시 서구 도마동 40-19번지 지하1층,60.22,20200926
174,20170914,영업/정상,,대전광역시 서구 도마동 70-34,69.03,20200926
175,20060914,영업/정상,,대전광역시 서구 도마동 176-24번지 1층,89.25,20200926
176,20060918,영업/정상,,대전광역시 서구 도마동 176-18번지 1층,43.88,20200926
177,20040309,영업/정상,,대전광역시 서구 도마동 190-13번지 1층,152.68,20200926
178,20040816,영업/정상,,대전광역시 서구 변동 3-6번지 1층,20.63,20200926
179,19990102,영업/정상,,대전광역시 서구 도마동 97-3번지,43.79,20200926
180,20040624,영업/정상,,대전광역시 서구 도마동 125-21번지 1층,52.62,20200926
181,20040311,영업/정상,,대전광역시 서구 도마동 164-1번지 1층,62.27,20200926
182,19990113,영업/정상,,대전광역시 서구 도마동 172-8번지,40.12,20200926
183,20040820,영업/정상,,대전광역시 서구 도마동 121-13번지,45.39,20200926
184,19990119,영업/정상,,대전광역시 서구 도마동 80-6번지,99.37,20200926
185,20030528,영업/정상,,대전광역시 서구 도마동 142-26번지,20.35,20200926
186,20190123,영업/정상,,대전광역시 서구 변동 24-65,28.04,20200926
187,20170104,영업/정상,,대전광역시 서구 도마동 175-14 크로바메디컬,96.96,20200926
188,20190111,영업/정상,,대전광역시 서구 도마동 15-1번지 도마스토아,49.4,20200926
189,20190308,영업/정상,,대전광역시 서구 도마동 101-29번지,22.18,20200926
190,20190225,영업/정상,,대전광역시 서구 도마동 184-15번지,80.43,20200926
191,20190225,영업/정상,,대전광역시 서구 도마동 124-7번지,83.72,20200926
192,20190201,영업/정상,,대전광역시 서구 도마동 29-32번지,221.76,20200926
193,20190327,영업/정상,,대전광역시 서구 도마동 50-29번지,30.29,20200926
194,20190327,영업/정상,,대전광역시 서구 도마동 188-1번지,73.0,20200926
195,20190306,영업/정상,,대전광역시 서구 도마동 191-7번지,379.93,20200926
196,19960309,영업/정상,,대전광역시 서구 도마동 25-1번지,38.56,20200926
197,20100825,영업/정상,,대전광역시 서구 변동 21-4번지 2층,9.26,20200926
198,20050909,영업/정상,,대전광역시 서구 도마동 153-14 1층,50.4,20200926
199,19950929,영업/정상,,대전광역시 서구 변동 7-8번지,63.45,20200926
200,19950929,영업/정상,,대전광역시 서구 도마동 25-1번지,26.86,20200926
201,20100903,영업/정상,,대전광역시 서구 도마동 30-50번지 (1층),66.21,20200926
202,20010928,영업/정상,,대전광역시 서구 변동 27-7번지,31.52,20200926
203,19960518,영업/정상,,대전광역시 서구 변동 12-42번지,47.36,20200926
204,19951010,영업/정상,,대전광역시 서구 도마동 86-101번지,26.01,20200926
205,20100914,영업/정상,,대전광역시 서구 도마동 40-11 (1층),41.95,20200926
206,19960903,영업/정상,,대전광역시 서구 변동 41-6번지,27.97,20200926
207,19960910,영업/정상,,대전광역시 서구 도마동 50-12번지 2층,96.2,20200926
208,20100930,영업/정상,,대전광역시 서구 도마동 109-13번지 (1층),30.99,20200926
209,20011017,영업/정상,,대전광역시 서구 도마동 125-25번지 1층,32.12,20200926
210,20010817,영업/정상,,대전광역시 서구 도마동 330-20번지,27.96,20200926
211,19960129,영업/정상,,대전광역시 서구 도마동 25-8번지,19.27,20200926
212,20051010,영업/정상,,대전광역시 서구 변동 30-14번지,100.76,20200926
213,19910912,영업/정상,,대전광역시 서구 도마동 106-26번지,63.14,20200926
214,20011116,영업/정상,,대전광역시 서구 도마동 120-12번지,62.12,20200926
215,19960201,영업/정상,,대전광역시 서구 변동 42-1번지,85.25,20200926
216,20051014,영업/정상,,대전광역시 서구 도마동 109-26번지 1층,49.5,20200926
217,19910914,영업/정상,,대전광역시 서구 변동 34-38번지 1층,39.58,20200926
218,20011121,영업/정상,,대전광역시 서구 도마동 129-32번지 1층,31.12,20200926
219,20030304,영업/정상,,대전광역시 서구 도마동 35-8번지,26.69,20200926
220,19941129,영업/정상,,대전광역시 서구 도마동 99-27번지,13.97,20200926
221,19941117,영업/정상,,대전광역시 서구 변동 41-22번지,16.92,20200926
222,19950817,영업/정상,,대전광역시 서구 도마동 358-5번지,69.35,20200926
223,19951123,영업/정상,,대전광역시 서구 변동 71-54번지,26.61,20200926
224,19950830,영업/정상,,대전광역시 서구 변동 71-52번지,17.09,20200926
225,19950905,영업/정상,,대전광역시 서구 도마동 178-77번지 1층,80.58,20200926
226,20050808,영업/정상,,대전광역시 서구 변동 31-36번지 1층,35.43,20200926
227,20010705,영업/정상,,대전광역시 서구 변동 7-15번지,52.14,20200926
228,19951129,영업/정상,,대전광역시 서구 도마동 87-8번지,22.51,20200926
229,20010707,영업/정상,,대전광역시 서구 도마동 23-2번지,94.88,20200926
230,20010627,영업/정상,,대전광역시 서구 변동 11-8번지,123.16,20200926
231,20000711,영업/정상,,대전광역시 서구 변동 7-40번지,23.98,20200926
232,20010724,영업/정상,,대전광역시 서구 변동 31-13번지,93.97,20200926
233,20010711,영업/정상,,대전광역시 서구 도마동 209-2번지,101.64,20200926
234,20050908,영업/정상,,대전광역시 서구 도마동 90-35번지 2층,48.0,20200926
235,19811030,영업/정상,,대전광역시 서구 도마동 174-3번지,92.45,20200926
236,19850626,영업/정상,,대전광역시 서구 도마동 129-36번지,16.44,20200926
237,19850710,영업/정상,,대전광역시 서구 도마동 61-5번지,58.4,20200926
238,19930621,영업/정상,,대전광역시 서구 도마동 16-49번지 1층,70.42,20200926
239,19840607,영업/정상,,대전광역시 서구 도마동 101-3번지,32.35,20200926
240,19860810,영업/정상,,대전광역시 서구 도마동 101-6번지,247.8,20200926
241,19911125,영업/정상,,대전광역시 서구 도마동 127-36번지,46.0,20200926
242,19850207,영업/정상,,대전광역시 서구 도마동 67-36번지,270.12,20200926
243,19911207,영업/정상,,대전광역시 서구 도마동 155-2번지,21.99,20200926
244,19851104,영업/정상,,대전광역시 서구 도마동 174-1번지,21.46,20200926
245,19851115,영업/정상,,대전광역시 서구 도마동 100-15번지,94.86,20200926
246,19860307,영업/정상,,대전광역시 서구 도마동 91-6번지,17.41,20200926
247,19940127,영업/정상,,대전광역시 서구 도마동 46-14번지,56.09,20200926
248,19950222,영업/정상,,대전광역시 서구 변동 252-42번지,86.81,20200926
249,19940309,영업/정상,,대전광역시 서구 변동 21-4번지,28.93,20200926
250,19930618,영업/정상,,대전광역시 서구 도마동 89-13번지 1층,26.4,20200926
251,20031219,영업/정상,,대전광역시 서구 도마동 40-17번지 1층,27.82,20200926
252,19940322,영업/정상,,대전광역시 서구 도마동 26-8번지,107.52,20200926
253,19940325,영업/정상,,대전광역시 서구 변동 49-1번지,42.95,20200926
254,19940607,영업/정상,,대전광역시 서구 도마동 109-26번지,18.62,20200926
255,20000609,영업/정상,,대전광역시 서구 도마동 172-34번지,117.03,20200926
256,20000609,영업/정상,,대전광역시 서구 도마동 89-21번지,19.33,20200926
257,20000422,영업/정상,,대전광역시 서구 도마동 171-58번지,68.15,20200926
258,19870609,영업/정상,,대전광역시 서구 도마동 67-1번지,36.61,20200926
259,19880422,영업/정상,,대전광역시 서구 도마동 143-7번지,30.24,20200926
260,19891120,영업/정상,,대전광역시 서구 도마동 163-4번지,22.04,20200926
261,19891130,영업/정상,,대전광역시 서구 변동 13-1번지,43.23,20200926
262,19880921,영업/정상,,대전광역시 서구 도마동 193번지 경남상가 2층 211호,46.2,20200926
263,19890322,영업/정상,,대전광역시 서구 도마동 26-8번지,91.12,20200926
264,19890418,영업/정상,,대전광역시 서구 도마동 34-44번지,49.46,20200926
265,19900226,영업/정상,,대전광역시 서구 도마동 128-49번지,78.37,20200926
266,19890519,영업/정상,,대전광역시 서구 변동 49-14번지,33.57,20200926
267,19950604,영업/정상,,대전광역시 서구 도마동 47-11번지 1층,53.2,20200926
268,19950613,영업/정상,,대전광역시 서구 도마동 129-1,29.45,20200926
269,19940721,영업/정상,,대전광역시 서구 도마동 157-1번지,36.97,20200926
270,19890714,영업/정상,,대전광역시 서구 도마동 50-8번지,20.25,20200926
271,19900725,영업/정상,,대전광역시 서구 도마동 39-15번지,21.0,20200926
272,19901221,영업/정상,,대전광역시 서구 도마동 119-2번지,76.11,20200926
273,19901016,영업/정상,,대전광역시 서구 도마동 181-23번지,68.73,20200926
274,19940916,영업/정상,,대전광역시 서구 도마동 24-6번지,69.84,20200926
275,19920127,영업/정상,,대전광역시 서구 변동 41-21번지 1층,34.12,20200926
276,19920310,영업/정상,,대전광역시 서구 변동 41-4번지,93.01,20200926
277,19900926,영업/정상,,대전광역시 서구 도마동 143-13번지,15.89,20200926
278,19901113,영업/정상,,대전광역시 서구 변동 49-1번지,19.74,20200926
279,20010509,영업/정상,,대전광역시 서구 변동 47-22번지,37.19,20200926
280,19930903,영업/정상,,대전광역시 서구 도마동 328-19번지,72.33,20200926
281,19920622,영업/정상,,대전광역시 서구 도마동 87-40번지,183.05,20200926
282,19921210,영업/정상,,대전광역시 서구 도마동 35-12번지 36,44.52,20200926
283,19910121,영업/정상,,대전광역시 서구 도마동 119-2번지,24.88,20200926
284,19910211,영업/정상,,대전광역시 서구 변동 50-12번지,30.4,20200926
